RAMACHANDRAN.K, Dravida Munnetra Kazhagam, 61302
BELLIE.A, Communist Party of India, 52010
ALWAS.M, Bharatiya Janata Party, 3040
ABDUL WAHAB, Independent, 1231
JOTHILINGAM. R, Independent, 871
MATHIVANAN.V, Independent, 803
LEON GERALD THILAK. M. G., Bahujan Samaj Party, 798
ESAKKIMUTHU. V, Independent, 612
LENIN. N, Indiya Jananayaka Katchi, 348
