JOHN JACOB.S, Indian National Congress, 56932
CHANDRA KUMAR.T, Bharatiya Janata Party, 32446
GEORGE.R, All India Anna Dravida Munnetra Kazhagam, 29920
KUMARADAS.D, Independent, 10238
JOSE BILBIN.J, Independent, 3457
SOOSAI MARIAN.M, Independent, 1123
THANKAMONY.C, Independent, 569
BABU.P, Lok Satta Party, 533
PAUL RAJ.C.M, Independent, 476
DHAYALAN.G.S, Bahujan Samaj Party, 468
SATHEESH.C, Independent, 382
