JANAKIRAMAN.I, All India Anna Dravida Munnetra Kazhagam, 88834
PUSHPARAJ.S, Dravida Munnetra Kazhagam, 63696
VETRIVENDAN.D, Bharatiya Janata Party, 1520
RAMAMOORTHY.N, Bahujan Samaj Party, 1193
DEVI.D, Independent, 1191
JANAGIRAMAN.K, Independent, 1140
VASUDEVAN.P, Independent, 753
BASKAR.S, Independent, 344
