POONACHI. T.P., All India Anna Dravida Munnetra Kazhagam, 83105
SELVARAJ. N, Dravida Munnetra Kazhagam, 63915
SUBRAMANIAM. M, Bharatiya Janata Party, 4127
RETHINAKUMAR. G, Independent, 1093
ANBALAGAN. V, Puratchi Bharatham, 1010
GANESAN. P, Bahujan Samaj Party, 791
KARTHEK R, Indiya Jananayaka Katchi, 514
SENGUTTUVAN. A, Independent, 489
TAMILSELVAN. S, Independent, 453
SRINIVASAN. R, Independent, 380
SAVARIMUTHU S, Independent, 331
KARTHIK. K, Independent, 229
