CHINNASAMY R, All India Anna Dravida Munnetra Kazhagam, 89487
MAYURA S JAYAKUMAR, Indian National Congress, 55161
RAJENDRAN R, Bharatiya Janata Party, 8142
DHANDAPANI P, Lok Satta Party, 1983
VASHAN V V, Independent, 1663
DEVARAJ  R, Ulzaipali Makkal Katchy, 663
AYYASWAMY S P, Bahujan Samaj Party, 660
KANAGARAJAN N, Independent, 350
SARAVANAN K, Independent, 319
RAJA S M, Independent, 299
SUNDARAJAN K, Independent, 176
