P. G. RAJENDRAN, All India Anna Dravida Munnetra Kazhagam, 78098
DR.POONGOTHAI ALADI ARUNA, Dravida Munnetra Kazhagam, 77799
S. SUDALAIYANDI, Bharatiya Janata Party, 2664
E. MURUGESAN, Bahujan Samaj Party, 1234
N. RAJENDRAN, Independent, 1099
S. THANGA RAJA, Independent, 1058
R. RAMALINGAM, Independent, 924
PRAKASH G., Independent, 793
R. KESAVARAJA, Independent, 629
M. MURUGAN, Independent, 408
A. GNANA ARUL, Independent, 228
D. SELVIN, Independent, 200
