KUPPAN  K., All India Anna Dravida Munnetra Kazhagam, 93944
SAMY  K.P.P., Dravida Munnetra Kazhagam, 66653
VENKATAKRISHNAN  V., Bharatiya Janata Party, 1719
PANDIYAN  S., Independent, 649
SURESH  S., Bahujan Samaj Party, 464
UDAIYAR  T., Jharkhand Mukti Morcha, 343
TANIKACHALAM  B, Independent, 252
JOHNSON  S., Puratchi Bharatham, 197
KUPPAN  K., Independent, 172
KUPPAN  D., Independent, 164
SELVARAJKUMAR  K.R., Independent, 159
