VIJAY.DR.V.S., All India Anna Dravida Munnetra Kazhagam, 71522
GNANASEKARAN.C., Indian National Congress, 56346
HASSAN.J., Independent, 5273
ARAVINTH.DR.V., Bharatiya Janata Party, 4334
ELUMALAI.V.S., Independent, 1333
BABU.J, Independent, 628
SHANMUGAM.D, Independent, 454
GNANSEKAR.P, Independent, 304
NIVETHANKUMAAR.R, Independent, 274
NEETHEVENDAN.E, Independent, 272
