SARATH KUMAR.R, All India Anna Dravida Munnetra Kazhagam, 92253
KARUPPASAMI PANDIAN.V, Dravida Munnetra Kazhagam, 69286
ANBURAJ.S.V, Bharatiya Janata Party, 2698
ARUMUGAM.S, Akhil Bharat Hindu Mahasabha, 1507
MARIAPPAN.D, Independent, 1140
VETHALA IYYANKAN.M, Independent, 1080
PARAMASIVAN.S, Independent, 954
KANNAN.V, Bahujan Samaj Party, 501
RAMANATHAN.G, Independent, 491
