PRABHAKAR JCD, All India Anna Dravida Munnetra Kazhagam, 68612
ANBAZHAGAN K, Dravida Munnetra Kazhagam, 57830
MASANA MUTHU D, Bharatiya Janata Party, 1850
SATISHKUMAR  K.P, Makkal Manadu Katchi, 589
MADHIYALAGAN P, Bahujan Samaj Party, 528
VALLAL E, Independent, 383
SANTHAKUMAR T, Independent, 238
BILL LICGSSSIETLLIB, Independent, 197
PRATHABAN S, Independent, 189
SARAVANAN R, Independent, 116
GUNASEKARAN M, Independent, 116
AYYAVOO V, Independent, 90
BHASKER B, Independent, 90
