V. S . RAJI, All India Anna Dravida Munnetra Kazhagam, 78307
D. PARVENTHAN, Viduthalai Chiruthaigal Katchi, 51723
O. E. SANKAR, Puratchi Bharatham, 2322
T. RAJI, Independent, 2162
P. SAMPATH, Bharatiya Janata Party, 1387
V. KATHAVARAYAN, Bahujan Samaj Party, 1241
M. GANGADHARAN, Independent, 1144
M. MURUGAN, Indiya Jananayaka Katchi, 1030
A. SANKAR, Independent, 648
R. PALANIVEL, Independent, 501
K. V. SUNTHARAM, Independent, 406
