VIJAYKANT, Desiya Murpokku Dravida Kazhagam, 91164
SIVARAJ.S, Indian National Congress, 60369
VIJAYAKANTH.M, Independent, 7355
NATARAJAN.P, Indiya Jananayaka Katchi, 3227
RAMAJAYAM.M, Independent, 2044
SELVARAJU J, Lok Satta Party, 1860
RAJASUNDARAM.B, Bharatiya Janata Party, 1793
SENTHIL.K, Independent, 1587
MURUGAN.V, Independent, 1299
KANNAN.A, Bahujan Samaj Party, 707
