A.NARAYANAN, All India Anna Dravida Munnetra Kazhagam, 65510
H.VASANTHAKUMAR, Indian National Congress, 53230
T.DHEVANATHAN YADAV, Jharkhand Mukti Morcha, 13425
M.MAHAKANNAN, Bharatiya Janata Party, 5290
S.MURUGAN, Independent, 2207
M.ANANTH, Bahujan Samaj Party, 2075
V.SENAIDURAINADAR, Independent, 940
