THINAKARAN K, Desiya Murpokku Dravida Kazhagam, 88680
ESWARAN E R, Kongu Nadu Munnetra Kazhagam, 59148
DHINAKARAN K, Independent, 7285
SENTHILKUMAR K, Bharatiya Janata Party, 4353
KARTHIKEYAN PON, Independent, 3053
MARIAPPAN DR M, Independent, 2205
JEROLD AMALAJOTHI I, Independent, 1315
THANGAVELU C, Independent, 1281
ABDUL HAKKIM P, Bahujan Samaj Party, 1064
THANGAMUTHU S, Independent, 765
RAJA A C, Independent, 439
